316308	18171577
316308	31554528
316312	5026246
316312	62873079
316319	805648
316320	9361281
316320	24963879
316321	21582355
316323	50982040
316323	55357529
316323	63859141
316324	14806109
316324	61567848
316337	6765392
316345	10066980
316345	23857841
316345	49693584
316345	74373561
316346	11618313
316346	38191470
316348	72901035
316352	1446857
316352	65192598
316352	77592795
316358	2590599
316365	7670611
316365	22881414
316365	30313371
316365	33110997
316365	62693103
316365	62798277
316369	44168600
316369	75284879
316369	78626789
316369	84093638
316371	7657264
316371	84069265
316374	2565057
316374	50913200
316374	61657516
316374	69997119
316375	22736433
316375	35197855
316375	42277720
316375	75631729
316375	81868496
316381	35326346
316381	40136549
316381	78927980
316383	34589260
316383	54295789
316383	83995134
316384	2294355
316384	9415269
316388	25464621
316391	2320512
316391	27326601
316391	44999300
316391	72427018
316393	25362814
316393	37887248
316393	85942057
316414	11087030
316416	7445527
316418	19021003
316418	23096558
316418	69609528
316421	2253080
316421	32300255
316421	39452614
316421	40132068
316421	44930448
316421	54714875
316421	61663858
316421	71230869
316421	71483496
316423	17994391
316423	53244982
316425	14522853
316425	37814375
316425	41763449
316425	43645056
316425	72668588
316440	50052009
316440	53233559
316449	14775165
316449	15662471
316449	43842833
316453	43161709
316453	46871143
316453	63861076
316455	3792462
316455	39515848
316455	58755923
316461	30385233
316461	83320558
316469	29755510
316475	56139325
316475	78863432
316488	19784471
316488	21778621
316488	37277528
316488	41691503
316488	68607548
316488	75947614
316488	79392257
316491	1400714
316491	23145356
316491	40516632
316491	45503132
316491	49458317
316494	21383469
316494	51551819
316494	76993879
316505	4520133
316505	28605141
316505	29086713
316505	41800888
316505	48582698
316520	3168640
316520	5411431
316520	13296733
316520	30845698
316520	36634079
316520	46636126
316520	73319163
316520	85685085
316525	3745040
316532	11255580
316532	15702715
316532	21819919
316532	85478011
316533	58425708
316534	77214495
316538	30105190
316538	51774778
316549	5345201
316549	7882211
316558	23434848
316558	56553938
316559	12578315
316559	51235882
316559	77960810
316562	30014439
316562	42193779
316562	48835697
316563	5461746
316564	48713245
316578	33260863
316582	3973921
316582	46863836
316582	65070560
316582	86045611
316584	5958411
316584	61182667
316584	64754180
316598	16794434
316600	12976644
316602	45638797
316608	14314810
316608	51623770
316612	8736536
316612	39454549
316614	43131992
316619	61655255
316622	7515628
316644	24644436
316644	60555882
316644	85332993
316653	6882037
316653	63075149
316655	5364341
316655	12163945
316655	27486043
316655	40829922
316655	68663836
316662	34060048
316665	49163839
316674	19457979
316674	35343890
316674	46637243
316674	49034675
316674	57102382
316674	58874710
316674	67161817
316678	8960707
316678	12150377
316678	46305898
316679	14863602
316679	16327433
316679	23373337
316679	61024183
316679	61165925
316679	67199145
316679	76721522
316679	79689210
316680	76715632
316683	5340275
316683	27121746
316683	34717150
316683	57444279
316690	5301566
316690	14105245
316698	9929614
316698	10225219
316698	12207537
316698	45735198
316698	76907057
316699	29049505
316711	11671949
316712	15250799
316712	74625276
316714	17110463
316714	68268912
316716	30141000
316716	30322988
316716	43614861
316716	58711519
316717	30824054
316719	11180245
316719	60305441
316719	60386434
316721	12870831
316721	25081672
316721	69402440
316732	3381960
316732	22249190
316732	71669102
316736	4840052
316736	16531604
316736	33872951
316736	34919016
316736	70612524
316744	29070627
316744	43933313
316745	26456053
316745	27535200
316745	52352457
316745	62246066
316750	14384377
316752	26543101
316752	45582805
316764	12682663
316764	12862292
316764	23007454
316764	45485602
316764	50986052
316764	54381950
316768	69930424
316770	11852074
316770	13175046
316770	22749933
316770	55553422
316770	56061156
316770	78043358
316770	85661566
316783	30763287
316783	55588597
316783	77457877
316787	39048610
316806	38065244
316810	85305383
316814	77334426
316816	6651837
316816	33881410
316816	40201760
316817	24224070
316817	85665153
316820	37057694
316820	41421966
316820	63878428
316824	38448007
316825	15364958
316825	57602629
316828	50882358
316828	66839683
316830	33493848
316833	22612336
316836	84333625
316849	69808300
316854	9692513
316854	20609383
316854	25090460
316854	27643157
316854	35074238
316854	72101260
316863	16134283
316863	19112667
316863	33129567
316863	52091467
316864	7224608
316864	41033425
316864	61451355
316864	84646010
316865	27015790
316865	27733245
316870	75243934
316870	84605753
316880	55830382
316881	67423460
316887	41737236
316887	48070495
316907	35138636
316907	40100078
316907	65219098
316907	69499268
316914	6113735
316914	42081303
316915	20056794
316915	80856668
316918	21653348
316918	22854789
316918	69800704
316923	16430885
316923	17185944
316923	39446496
316930	6360171
316930	71042606
316930	82620831
316933	60414293
316949	32026114
316951	1368329
316951	7720783
316951	17344600
316951	20635174
316951	31629603
316951	33664874
316951	53023820
316951	66954026
316951	68933030
316951	73850060
316951	83384382
316954	4199754
316954	14362731
316954	34148698
316954	45218745
316957	4890359
316958	10910469
316958	34608598
316960	4200998
316960	48506034
316964	34157599
316972	23609203
316972	25984153
316972	83125007
316980	60981772
316980	84397092
316981	12734293
316981	40190395
316982	29778143
316982	52236094
316982	77361939
316984	28538981
316989	33784142
316989	41757506
316989	51204627
316989	83090435
317013	36956889
317013	71302466
317020	9049597
317020	19983659
317020	48877623
317020	80297180
317027	461745
317027	25873119
317027	65514963
317027	81839985
317027	85402512
317027	85857485
317028	50489777
317034	34776679
317035	28153161
317035	81298206
317046	48200808
317046	74650377
317055	59562224
317056	53755387
317056	84942388
317058	53077552
317064	8288843
317064	28896401
317064	31866680
317064	53881760
317064	77371403
317064	79481338
317065	12364806
317065	41849947
317068	16227113
317068	27431409
317068	32903983
317068	60934436
317075	33190250
317076	44446218
317076	58253374
317076	83864037
317077	10170950
317087	10390532
317087	18032064
317087	26125873
317094	39654916
317108	18233011
317110	28435228
317114	10051557
317114	21939954
317114	44245947
317114	63296468
317127	19676742
317131	46406646
317132	4897827
317136	14358792
317136	15302231
317136	32144977
317136	33437259
317136	45393694
317136	51699622
317137	15636596
317137	83832230
317137	84031541
317140	47710956
317140	48599399
317140	53618205
317142	10578776
317142	35174605
317158	2904618
317158	20732736
317165	62432808
317169	10733205
317169	45888565
317169	75056114
317172	7227476
317172	85334140
317179	11240835
317184	8417199
317184	43482514
317185	3349398
317185	60262672
317185	67682917
317189	22508688
317189	46400941
317189	61555402
317201	12230210
317202	35016700
317202	42721037
317202	53671486
317207	11231988
317207	41963302
317216	23478807
317216	23813840
317216	32400958
317216	60760378
317217	84193825
317218	47948458
317218	78454492
317227	77435774
317233	64802447
317234	7732860
317234	20809084
317234	32858883
317234	37357627
317234	38022388
317234	52912264
317234	54793492
317234	64164476
317234	73089413
317234	82376708
317238	3766843
317238	22964025
317238	76363947
317241	84502050
317250	54180515
317251	1783330
317251	22119241
317259	22388951
317259	40933933
317263	36338732
317263	50238795
317263	71095924
317268	1820410
317268	5306788
317268	5940500
317268	52600133
317268	70985905
317268	72917026
317280	81428242
317284	929364
317284	30024001
317284	66557357
317284	76276136
317284	83971536
317289	11801413
317295	68510122
317299	25672621
317299	58020742
317302	2518510
317302	5434491
317302	9622743
317302	19264100
317302	22865147
317302	28387256
317302	30357775
317302	59534856
317302	59762523
317305	44389495
317308	76730662
317311	3470199
317311	25031420
317311	58865820
317311	74303072
317311	78292473
317320	50998710
317321	24392447
317323	51969560
317323	54455210
317326	7355474
317326	36515350
317339	4423609
317339	20512904
317339	66986794
317339	85163823
317340	58738227
317340	67199474
317340	80763984
317343	78003625
317346	31520754
317346	54945309
317350	368594
317350	65390747
317353	62179284
317354	4430393
317354	34595369
317354	35476516
317354	37818356
317354	79729469
317358	15365667
317358	30069360
317358	48731621
317374	24546730
317374	25057494
317374	43498143
317374	47487499
317374	48750874
317374	73227472
317374	80334565
317381	22640688
317389	58167019
317391	10027031
317391	36733273
317391	40688893
317391	43573225
317391	58923941
317391	71420481
317391	71774187
317391	74079644
317394	34330454
317398	25305373
317398	30569623
317398	46000772
317403	12479770
317403	26711889
317403	49115988
317403	72659733
317403	77142602
317408	75325773
317409	36929672
317409	53570131
317411	15789775
317411	19839512
317411	31383719
317411	44171477
317411	62158560
317417	21205552
317417	85434239
317420	36497158
317421	15718265
317421	77760561
317423	49908902
317423	53791598
317428	42774005
317429	70585609
317430	54671108
317430	59126432
317430	69084379
317430	70112556
317434	61964451
317435	66015151
317443	4238081
317443	9362974
317443	35841141
317443	81709161
317453	65086480
317470	27596626
317470	37896576
317470	50777356
317470	76239484
317470	82454984
317475	39499523
317487	62788550
317493	30218469
317493	57474711
317497	37894908
317497	85993233
317504	66859467
317504	78108172
317508	1424555
317508	53039115
317509	40336629
317511	25873141
317511	30527750
317512	12854784
317512	43164130
317512	81747199
317513	15145547
317513	57722093
317519	23470411
317519	58937592
317520	72552022
317533	23355588
317533	56640719
317533	68178650
317533	77594650
317533	83393766
317535	17975067
317535	32763442
317535	70822687
317536	31234991
317536	45337586
317540	1406195
317540	62309096
317540	77707699
317543	30048280
317543	32379133
317543	81997435
317544	64941128
317547	67928370
317551	75452699
317557	14318041
317557	40478207
317557	58113632
317557	62452693
317559	47187397
317559	49687037
317559	50101958
317559	53602568
317559	64124736
317565	46760263
317565	50589157
317566	61346689
317566	76858049
317578	53361798
317578	62623987
317578	79445626
317579	41163250
317589	82801125
317590	479126
317591	27629966
317591	42200589
317592	70514430
317593	16526058
317593	27583010
317597	34654121
317597	38189067
317597	79201677
317598	38986843
317600	13146104
317600	54207911
317605	30242936
317605	45759561
317605	45998536
317610	49259885
317610	64893996
317611	19431655
317617	4195591
317617	21401152
317617	34814903
317617	72777114
317618	65382585
317633	48632660
317633	61033612
317635	45364109
317635	77966342
317637	83530629
317647	28295739
317655	64551978
317664	67766789
317667	2806723
317668	3429652
317668	21482937
317668	48751720
317671	22405470
317671	32857003
317671	34089243
317671	63917888
317671	76887967
317673	84150400
317675	35990496
317675	40646315
317677	71184544
317678	26234611
317678	35067537
317681	10624062
317681	34490948
317681	62638721
317683	77404748
317687	15162488
317687	54429884
317687	70992795
317707	46857178
317707	57772488
317707	81765794
317708	77058808
317713	58346591
317713	65002359
317715	31774935
317715	77549210
317716	79510095
317718	3367320
317718	11144844
317723	67859009
317730	5245677
317730	13012914
317730	48997316
317730	62224904
317735	68194490
317744	25609044
317748	76107741
317751	59243573
317751	62483599
317751	63992276
317767	9645208
317767	43620672
